,automotive industry,auto insurance,second hand car,mobile phone,mercedes benz,electrical appliance,wifi,clothing,shoes,underwear,electricity,energy,gasoline,tobacco,video game,t-shirt,natural gas,health care,furniture,interior design,ebook,novel,footwear,lingerie,real estate,life insurance,dessert,potato,coffee,bottled water,margarine,offal,juice,jam,veterinarians,amusement park,television,hairdresser,timber,travel agency,nightclub,fur,vitamins,petroleum,beer,lawyer,renovation,restaurant
2015-12-06,13.23350452328045,4.441387510042591,57.16542817345732,66.12496043527227,100.26836414414853,0.0,175.34884577320958,115.20765909777425,142.70014584620125,19.512459910201013,54.44627733448352,29.441446717278865,65.2122723977983,12.071501931392795,39.92136735299493,59.41463451185738,42.745226440712926,25.497180636476482,41.424386153210335,63.47180196438846,25.748604523031684,53.17270309784644,0.0,33.66713418793571,37.59580373669204,12.984508664809919,63.9849244708094,170.7999816829246,96.91599207318006,13.351980388782266,12.382782295041592,0.0,29.44620052616875,71.57355215231888,51.22367378250928,11.228124542727763,61.0193171490287,78.4043394948297,17.37455327151077,6.928940145805371,21.368746226246735,21.4939243062868,64.63484639095331,46.646160308994745,62.43867566167391,70.82010855682127,2.819132797347681,173.82064368413396
2015-12-13,6.786412576041256,4.811503135879473,58.30873673692647,66.12496043527227,90.12886664642565,0.0,162.69480535658622,109.9709473206027,144.55339449355452,29.485494975414863,41.685431084213945,29.441446717278865,62.6381037505168,14.140902262488705,42.85676201130338,52.08954258573797,39.40575562503223,35.49607500372216,37.17573116313748,54.81655624197185,26.200334426944522,27.956782041135757,4.957652582757049,40.59860299133423,37.05872082616787,6.751944505701157,75.79752591157423,146.68704309239408,99.11862825666144,0.0,9.906225836033274,0.0,27.763560496101963,82.70721582045738,38.41775533688196,18.245702381932613,58.80043288906402,63.29024995365771,23.819952065780896,5.63983500239972,21.713403423444262,17.655723537307015,74.11462386162647,45.855547422401614,64.30251672620149,82.78970436924176,7.047831993369202,155.416104941108
2015-12-20,17.305352068905204,0.0,68.59851380814878,79.66862703044852,105.90141830955014,8.3394753585335,180.77200595176245,96.87916787767381,146.4066431409078,16.477188368614186,51.894108084429604,20.094955695920493,78.94117184996637,8.622501379566284,58.707893166169015,46.392248865422886,30.723131504262415,28.496848946650186,31.333830551787305,51.2102038576316,29.814173658247213,39.46839817572107,4.957652582757049,39.6083931622773,30.613725899877803,6.925071287898623,98.43834533970679,200.9411549210878,96.91599207318006,0.0,11.144504065537433,0.0,37.018080661469284,159.05233811626417,48.377914127925436,3.6491404763865227,66.5665277989404,75.57044770585995,0.0,5.317558716548308,24.126003803826958,28.786505767348395,39.642705786451366,30.043289690538987,53.11947033903601,51.86824852048881,5.814461394529592,145.19136119498248
2015-12-27,12.215542636874261,5.181618761716356,66.3118966812105,69.31170551649022,112.66108330803206,8.171001108866157,159.07936523755097,130.91779442928893,150.1131404356143,43.36102202266892,51.0433850010783,25.2355257576676,68.64449726084032,22.418503586872337,49.31463025958197,39.06715693930348,24.71208403603716,20.49773345285364,46.2041230170423,57.70163814944405,28.458983946508702,44.4019479476862,0.0,49.51049145284663,42.42954993140959,16.966424655351627,96.46957843291264,142.66821999397231,98.01731016492076,0.0,8.048808491777034,0.0,43.74864078173643,82.70721582045738,46.243594386987546,8.701796520614016,75.44206483879913,83.12749247644594,6.725633524455782,6.445525717028252,30.329833353382462,28.402685690450415,63.77304843907394,32.41512835031838,72.6898015165756,58.85051274440077,8.105006792374583,204.49487492251052
2016-01-03,19.632998380074447,15.260197084240177,76.79779507418786,65.19101763522757,101.98905692591998,2.68378405040092,131.6442726629108,129.13125126902634,139.21135469960842,26.687238118302798,62.2348353553795,35.976119485988605,63.48834396644711,14.112573762434574,32.57980451303178,50.16865981761266,33.00272170435847,42.84551063750274,57.11028672590189,67.64652959664451,29.764466604043502,50.23937558987155,8.070493624315954,37.863854491606745,52.32708105806163,22.522184072868892,44.36734599685993,154.96892715709745,98.27940579519432,0.0,9.624751225764305,0.0,45.87002614627623,41.23830344336402,49.601630879344654,23.01342130720992,62.943813285826174,58.710308799869765,12.69619571612205,10.93486460092602,15.72122474719331,27.531986671948733,76.41989111919716,67.05977886657803,55.71507513523889,97.68852966418768,19.8825616580689,120.93255139757417
2016-01-10,0.0,0.0,74.39786397811949,58.83091835374195,99.6971680062364,16.77365031500575,131.6442726629108,127.81358543975054,137.33012017664072,22.08599016687128,55.242157225561584,32.107719541258646,68.0889486016969,23.648096574890367,31.987444430976662,49.23961056173094,28.60235881044401,38.61385526589753,52.35109616541006,71.77131798668381,25.659022934520262,39.47379510632764,7.622132867409512,29.78623220006397,51.17703532052182,11.261092036434446,57.92403505145602,152.62091310926266,91.13181264645291,6.050859152790196,10.122583185717632,0.0,37.10075644184107,49.92005153670381,46.42203915630974,14.140776947803685,60.913367695960815,62.690668718505,6.736756910595373,10.798178793414445,16.170402597113117,17.4369248922342,86.79790102427332,76.63974727608918,50.143567621715,85.21765353684457,17.11410370567956,116.36905889200534
2016-01-17,0.0,5.980347505986016,70.39797881800554,58.035905943556244,96.259334626711,0.0,125.66044208732396,117.27225880554431,137.33012017664072,20.245490986298673,56.640692851525166,32.88139953020464,72.6895532369467,18.308203799915123,31.39508434892154,52.02675832937609,40.15331140696947,39.671769108798834,51.67121179962552,69.29644495266024,25.316902628726655,47.36855412759317,0.0,32.81534055939251,51.17703532052182,14.136264471268772,59.15646132914658,173.75303953977593,91.13181264645291,4.970348589791946,13.441462918739806,5.6847333051692965,50.591940602510554,52.090488560038764,45.150202467095774,13.031696402877905,63.95903608075885,62.690668718505,10.364241400915958,12.028351061018622,13.475335497594266,24.77878800475386,75.47643567328115,79.83307007925956,56.64365972082621,78.98221547317301,15.604035731649011,120.93255139757417
2016-01-24,18.967473011258363,7.630098542120089,75.19784101014228,57.240893533370546,101.98905692591998,0.0,110.70086564835681,122.54292212264743,127.92394756180232,19.32524139601237,69.92678129817922,30.560359563366667,66.24870674759698,12.205469199943416,30.802724266866413,51.09770907349437,30.80254025740124,52.89569214506511,50.99132743384097,75.07114869871525,24.290541711345845,49.52167022430195,8.967215138128838,26.25227244751401,54.052149664371356,17.96982771771454,59.15646132914658,150.27289906142784,109.00079551830643,0.0,8.463143319206544,0.0,46.54458535430971,39.06786642002907,49.601630879344654,8.318104086943345,56.85247651623009,72.6415685150931,15.02815003132814,11.20823621594917,13.475335497594266,32.120651117273525,69.81570299778505,67.05977886657803,63.14375181993741,85.21765353684457,23.657731593145275,127.77779015592742
2016-01-31,14.308795429545784,0.0,67.99804772193717,55.65086871299914,91.67555678734381,0.0,125.66044208732396,129.13125126902634,131.6864166077377,21.165740576584977,53.843621599598,30.560359563366667,61.648102112347196,25.555201137381527,32.57980451303178,53.884856841139516,35.75294851305501,44.96133832330534,50.31144306805642,73.42123334269954,24.63266201713945,40.90920583746683,0.0,39.37840867127101,55.20219540191117,18.449023123520263,60.38888760683713,147.924885013593,96.49250750800897,0.0,10.620415145670957,8.58283263721639,39.12443406594149,52.090488560038764,53.41714094698655,5.822672860860341,60.913367695960815,70.65138855577547,8.032287085709868,8.474520065717666,19.314647546551782,11.930527557844451,65.09842576820499,58.27814115785948,50.143567621715,97.68852966418768,17.11410370567956,139.18652141984953
2016-02-07,17.6364222736262,7.0114419035698115,66.3980936578916,58.035905943556244,101.98905692591998,3.019257056701035,122.66852679953053,118.5899246348201,131.6864166077377,22.08599016687128,48.948746908725454,25.918279629690716,71.76943230989674,18.308203799915123,39.09576541563814,50.16865981761266,42.3534928539267,24.860975308180603,58.47005545747098,82.49576780078598,31.132947827217915,36.60297364404927,8.743034759675616,36.34930031194247,54.62717253314126,20.84500015254887,77.64285549450489,145.57687096575822,94.70560922082362,0.0,12.611742985484263,11.146535892488817,40.473552482008444,54.26092558337371,49.601630879344654,5.822672860860341,101.52227949326802,67.66611861679905,25.9106035022899,12.028351061018622,19.314647546551782,30.285185339143606,76.41989111919716,57.47981045706688,55.71507513523889,71.70753773222287,20.889273640755935,155.15874518934044
2016-02-14,17.303659589218157,5.155471987918979,67.19807068991437,55.65086871299914,99.6971680062364,0.0,131.6442726629108,105.4132663420623,133.56765113070537,12.883494264008247,52.44508597363441,31.334039552312657,75.44991601809657,25.173780224883295,31.39508434892154,56.67200460878467,38.50317532175155,33.32428605139102,52.35109616541006,71.77131798668381,29.080225992456295,36.60297364404927,6.052870218236966,33.82504334583536,53.47712679560145,23.480574884480333,66.5510189952899,136.18481477441898,103.64010065675038,0.0,8.463143319206544,5.7961986640941845,45.19546693824276,47.74961451336886,57.232651014628445,9.427184631869123,58.88292210609545,63.68575869816381,14.509937961282343,8.064462643182939,14.822869047353691,36.70931556259831,71.70261388961708,55.883149055481695,64.07233640552472,86.25689321412317,18.62417167971011,148.3135064309872
2016-02-21,11.979456638689493,10.104725096321198,67.99804772193717,62.01096799448476,99.6971680062364,5.36756810080184,103.22107742887324,115.95459297626853,146.73629279147914,20.245490986298673,69.92678129817922,34.041919513623625,64.40846489349707,17.54536197491866,31.39508434892154,52.02675832937609,36.30299387479432,52.366735223614455,50.99132743384097,68.47148727465238,34.212030579360345,50.95708095544114,2.9143449198918723,31.30078637972824,57.5022868769908,5.750344869668654,62.85374016221824,166.7089973962715,114.36149037986249,0.0,10.786359132322065,0.0,37.10075644184107,49.92005153670381,56.59673267002146,16.358938037655243,56.85247651623009,69.65629857611667,16.841892276488434,11.344922023460745,19.76382539647159,33.03838400633848,87.74135647018933,59.87480255944467,52.92932137847694,93.5315709550733,13.590611766274945,146.03176017820277
2016-02-28,0.0,8.248755180670367,73.59788694609671,55.65086871299914,90.52961232750201,4.361149081901495,124.16448444342724,105.4132663420623,142.97382374554377,21.62586537172813,66.43044223327026,35.58927949151561,66.24870674759698,19.071045624911587,30.802724266866413,50.16865981761266,38.50317532175155,31.208458365588413,51.67121179962552,75.07114869871525,26.34326354610747,40.191500471897236,11.88156005802071,28.2716780203997,50.60201245175191,11.979885145143028,61.62131388452769,157.31694120493228,101.85320236956503,0.0,7.467479399299892,0.0,38.44987485790802,43.408740466698966,42.60652908866784,9.704454768100568,74.11126403008565,78.61210839304596,14.250831926259444,10.524807178391294,17.967113996792353,26.614253782883775,67.92879210595302,55.0848183546891,58.50082889200083,86.25689321412317,20.13423965374066,136.9047751670651
2016-03-06,6.988016372568871,9.279849578254161,67.99804772193717,55.65086871299914,100.8431124660782,3.690203069301265,124.16448444342724,112.0015954884412,156.14246540631754,21.165740576584977,69.22751348519742,32.494559535731646,55.207255622997494,22.885254749893903,31.39508434892154,56.67200460878467,37.95312996001224,28.56367375833516,55.070633628548244,75.89610637672311,29.764466604043502,42.34461656860602,4.93196832597086,31.30078637972824,48.30192097667228,17.490632311908822,56.691608773765466,133.83680072658416,101.85320236956503,3.7817869704938722,6.637759466044349,0.0,53.29017743464445,45.57917749003391,53.41714094698655,13.031696402877905,56.85247651623009,77.61701841338714,11.918877611053352,9.704692333321843,14.822869047353691,31.202918228208564,77.36334656511318,50.29483414993352,59.42941347758815,83.13917418228739,11.57718780090088,139.18652141984953
2016-03-13,16.638134220402073,0.0,71.99793288205112,54.855856302813436,99.6971680062364,0.0,127.15639973122066,101.46026885423497,144.85505826851144,15.184118239724006,58.03922847748875,30.560359563366667,76.37003694514652,12.205469199943416,32.57980451303178,65.0334479117201,28.60235881044401,33.85324297284167,48.95167433648733,61.871825850589495,21.55357926499702,33.0144468162013,0.0,28.776529413621127,46.001829501592645,7.187931087085817,70.24829782836156,138.53282882225378,94.70560922082362,5.510603871291071,15.43279075855311,0.0,45.19546693824276,47.74961451336886,57.86856935923543,6.93175340578612,60.913367695960815,69.65629857611667,13.473513821190746,10.114749755856568,17.068758296952737,29.36745245007865,80.19371290286121,52.68982625231131,52.92932137847694,87.29613289140175,0.0,134.6230289142807
2016-03-20,3.9931522128964976,6.599004144536293,72.79790991407391,58.83091835374195,105.42689030544538,0.0,137.62810323849766,112.0015954884412,154.26123088334987,32.208735660020615,42.65533659188932,25.918279629690716,70.84931138284678,17.92678288741689,39.09576541563814,58.5301031205481,33.00272170435847,19.571406093674092,50.99132743384097,66.82157191863665,27.36962446348828,33.73215218177089,0.0,31.30078637972824,41.40164655143338,7.187931087085817,92.43197082679153,154.96892715709745,91.13181264645291,0.0,7.301535412648783,0.0,37.10075644184107,80.3061698633931,47.693875845523706,12.199885994183571,59.89814490102813,75.62683845406953,16.323680206442635,9.157949103275541,18.416291846712163,31.202918228208564,79.25025745694519,40.714865740422375,72.42959767581056,61.315140959436945,15.100679740305495,166.56747645326254
2016-03-27,0.0,0.0,67.99804772193717,61.21595558429905,93.96744570702741,4.361149081901495,124.16448444342724,112.0015954884412,152.3799963603822,23.466364552300735,48.948746908725454,26.305119624163712,70.84931138284678,14.875415587431037,36.72632508741765,52.9558075852578,30.80254025740124,42.84551063750274,54.3907492627637,66.82157191863665,23.60630109975864,41.62691120303642,9.191395516582059,24.232866874628314,48.876943845442185,14.375862174171633,59.15646132914658,147.924885013593,94.70560922082362,7.02331865948862,0.0,0.0,37.10075644184107,47.74961451336886,47.05795750091672,12.754426266646462,71.06559564528762,74.63174847441071,13.214407786167847,11.344922023460745,19.76382539647159,29.36745245007865,89.62826736202136,39.11820433883719,65.92950557669936,78.98221547317301,16.359069718664287,141.46826767263394
2016-04-03,21.296811802114654,11.754476132455272,59.19830036968648,55.65086871299914,98.5512235463946,0.0,140.6200185262911,112.0015954884412,148.61752731444682,26.687238118302798,58.73849629047054,30.94719955783966,75.44991601809657,10.679785549950488,29.618004102756167,64.1043986558384,26.40217736348678,31.737415287039067,51.67121179962552,70.12140263066809,30.106586909837105,31.579036085062114,9.639756273488501,31.30078637972824,51.17703532052182,11.740287442240167,50.5294773853127,162.0129693006019,101.85320236956503,3.4576338015943975,5.642095546137696,0.0,58.68665109891224,41.23830344336402,53.41714094698655,10.536265176794902,59.89814490102813,71.64647853543428,12.177983646076251,9.021263295763966,14.822869047353691,33.95611689540344,86.79790102427332,38.31987363804459,68.71525933346129,90.41385192323753,16.862425710007802,134.6230289142807
2016-04-10,11.31393126987341,4.536815349368702,70.39797881800554,55.65086871299914,100.8431124660782,0.0,134.63618795070423,126.49591961047477,141.0925892225761,23.926489347443887,55.94142503854337,34.81559950256962,76.37003694514652,20.978150187402747,27.248563774535675,57.60105386466638,36.30299387479432,51.308821380713155,56.43040236011734,65.17165656262094,26.001143240313866,49.52167022430195,6.501230975143407,30.79593498650682,52.32708105806163,15.813448391588796,57.92403505145602,147.924885013593,109.00079551830643,7.347471828388095,6.9696474393465655,0.0,47.89370377037665,54.26092558337371,58.50448770384241,18.854369263738246,57.867699311162774,72.6415685150931,13.214407786167847,10.388121370879718,17.967113996792353,25.696520893818818,94.34554459160142,49.496503449140924,61.28658264876278,77.94297579589443,19.630883662397142,132.34128266149625
2016-04-17,0.0,0.0,67.99804772193717,54.855856302813436,95.1133901668692,0.0,142.1159761701878,108.04859800061386,148.61752731444682,19.78536619115552,47.55021128276187,33.65507951915063,63.48834396644711,12.586890112441647,29.025644020701044,65.96249716760182,31.902630980879856,37.02698450154558,54.3907492627637,63.52174120660521,28.39598538086909,40.191500471897236,4.483607569064419,29.28138080684255,54.62717253314126,23.959770290286055,56.691608773765466,126.79275858307973,101.85320236956503,0.0,8.96097527915987,0.0,49.917381394477076,39.06786642002907,49.601630879344654,8.595374223174788,68.01992726048957,62.690668718505,18.396528486625826,11.618293638483896,15.72122474719331,19.272390670364114,79.25025745694519,46.30318064597054,63.14375181993741,76.90373611861584,12.080543792244395,143.75001392541836
2016-04-24,20.298523748890528,14.43532156617314,58.39832333766369,54.06084389262774,92.82150124718561,0.0,142.1159761701878,112.0015954884412,158.02369992928521,26.687238118302798,58.73849629047054,33.65507951915063,71.76943230989674,20.596729274904515,31.987444430976662,72.46584195877384,30.80254025740124,31.737415287039067,55.070633628548244,60.22191049457377,26.001143240313866,41.62691120303642,0.0,30.291083593285396,46.001829501592645,9.583908116114422,54.22675621838436,126.79275858307973,100.06630408237967,4.8622975334921215,10.620415145670957,0.0,63.40856555514656,41.23830344336402,56.59673267002146,10.813535313026348,71.06559564528762,72.6415685150931,17.87831641658003,10.114749755856568,38.18011724318375,17.4369248922342,79.25025745694519,35.12655083487421,63.14375181993741,74.82525676405865,18.62417167971011,166.56747645326254
2016-05-01,11.979456638689493,8.042536301153607,63.99816256182322,54.06084389262774,92.82150124718561,0.0,137.62810323849766,113.31926131771698,154.26123088334987,15.184118239724006,62.2348353553795,34.428759508096626,73.60967416399666,18.689624712413355,29.025644020701044,78.04013749406413,34.10281242783709,46.01925216620665,49.631558702271874,56.09712210453447,22.57994018237783,45.933143396453985,4.035246812157977,23.22316408818547,46.57685237036255,11.261092036434446,70.24829782836156,124.44474453524492,105.42699894393573,0.0,10.28852717236874,5.238871869469744,54.6392958507114,47.74961451336886,56.59673267002146,13.031696402877905,52.79158533649937,65.67593865748142,11.141559505984656,11.20823621594917,22.458892495990444,14.683726225039324,78.30680201102919,35.9248815356668,76.14393601815982,87.29613289140175,9.563763835526814,134.6230289142807
2016-05-08,4.991440266120622,14.022883807139623,71.99793288205112,57.240893533370546,95.1133901668692,2.5160475472508628,131.6442726629108,109.36626382988965,150.4987618374145,16.56449262515346,58.03922847748875,36.7497994749346,70.84931138284678,19.45246653740982,27.8409238565908,63.17534939995667,31.352585619140548,46.5482090876573,57.11028672590189,64.34669888461308,23.60630109975864,43.062321934175614,0.0,29.28138080684255,50.026989582982,10.781896630628726,67.78344527298046,138.53282882225378,103.64010065675038,4.8622975334921215,12.94363095878648,4.1242182802208625,52.61561822661098,45.57917749003391,52.14530425777258,19.408909536201136,60.913367695960815,75.62683845406953,16.323680206442635,9.021263295763966,14.373691197433883,27.531986671948733,71.70261388961708,39.91653503962978,78.92968977492175,75.86449644133724,24.16108758448879,130.05953640871184
2016-05-15,0.0,12.579351650522309,61.59823146575485,55.65086871299914,91.67555678734381,0.0,136.13214559460096,118.5899246348201,152.3799963603822,18.404991805726066,56.640692851525166,38.68399944729958,62.568223039397154,28.98798934986561,30.21036418481129,79.89823600582756,34.652857789576395,26.447846072532556,48.271789970702784,60.22191049457377,31.47506813301152,40.191500471897236,4.035246812157977,25.747421054292587,47.15187523913246,5.750344869668654,56.691608773765466,126.79275858307973,91.13181264645291,5.186450702391596,5.808039532788805,5.573267946244409,50.591940602510554,39.06786642002907,49.601630879344654,17.190748446349577,72.0808184402203,75.62683845406953,15.546362101373939,11.071550408437595,17.967113996792353,24.77878800475386,71.70261388961708,43.10985784280016,65.92950557669936,103.92396772785924,17.617459697023076,148.3135064309872
2016-05-22,9.982880532241245,12.579351650522309,64.79813959384602,56.44588112318484,97.4052790865528,0.0,127.15639973122066,118.5899246348201,158.02369992928521,18.404991805726066,60.137031916434125,35.976119485988605,75.44991601809657,38.142091249823174,31.987444430976662,70.6077434470104,27.502268086965394,21.687233779476696,52.35109616541006,66.82157191863665,23.264180793965036,35.88526827847968,0.0,31.30078637972824,48.30192097667228,11.979885145143028,72.71315038374267,133.83680072658416,103.64010065675038,4.105940139393347,5.642095546137696,0.0,33.05340119364023,41.23830344336402,55.960814325414475,17.745288718812468,50.76113974663401,80.60228835236357,9.068711225801463,9.294634910787117,19.314647546551782,26.614253782883775,75.47643567328115,53.4881569531039,70.57242850463592,76.90373611861584,17.11410370567956,171.13096895883137
2016-05-29,5.324202950528663,6.186566385502775,60.79825443373206,54.06084389262774,87.09177894797662,0.0,116.68469622394367,112.0015954884412,141.0925892225761,20.245490986298673,57.33996066450696,36.7497994749346,77.29015787219649,13.349731937438111,28.43328393864592,72.46584195877384,27.502268086965394,25.918889151081903,46.91202123913369,59.396952816565914,18.47449651285459,26.55509852607496,0.0,27.76682662717828,47.15187523913246,7.187931087085817,46.83219855224104,108.00864620040126,89.34491435926756,10.805105629982492,4.480487639579935,0.0,37.77531564987454,41.23830344336402,55.960814325414475,12.477156130415016,45.68502577197061,79.60719837270476,7.51407501566407,12.028351061018622,15.72122474719331,37.62704845166327,79.25025745694519,49.496503449140924,66.85809016228667,93.5315709550733,7.046983878809231,143.75001392541836
2016-06-05,13.976032745137742,7.0114419035698115,58.39832333766369,56.44588112318484,92.82150124718561,0.0,104.71703507276996,118.5899246348201,148.61752731444682,28.527737298875405,52.44508597363441,29.399839579947677,69.92919045579683,20.978150187402747,31.39508434892154,75.25298972641899,28.60235881044401,21.687233779476696,44.87236814178005,59.396952816565914,22.922060488171432,35.88526827847968,3.3627056767983143,28.2716780203997,40.826623682663474,10.542298927725865,50.5294773853127,119.7487164395753,87.55801607208221,0.0,0.0,0.0,60.710328723012665,36.89742939669412,63.59183446069827,8.0408339507119,49.74591695170133,70.65138855577547,22.024012976946413,10.66149298590287,20.66218109631121,23.861055115688902,77.36334656511318,34.32822013408161,72.42959767581056,68.5898187003871,17.11410370567956,139.18652141984953
2016-06-12,0.0,11.960695011972032,58.39832333766369,58.035905943556244,91.67555678734381,0.0,103.22107742887324,105.4132663420623,137.33012017664072,21.62586537172813,41.95606877890753,32.107719541258646,65.32858582054703,14.493994674932805,36.133965005362526,77.11108823818242,28.60235881044401,34.91115681574297,48.95167433648733,65.17165656262094,16.76389498388657,42.34461656860602,9.86393665194172,29.28138080684255,41.97666942020329,5.510747166765793,51.76190366300325,126.79275858307973,78.62352463615547,0.0,0.0,6.242060099793737,45.87002614627623,36.89742939669412,57.232651014628445,18.02255885504391,57.867699311162774,77.61701841338714,13.991725891236545,11.618293638483896,18.865469696631973,33.03838400633848,76.41989111919716,31.13489733091123,87.28695104520759,71.70753773222287,10.822153813885604,134.6230289142807
2016-06-19,0.0,15.672634843273697,55.99839224159532,55.65086871299914,87.09177894797662,0.0,104.71703507276996,102.77793468351075,139.21135469960842,21.62586537172813,45.452407843816495,22.04987968496076,57.04749747709741,8.391260074961098,33.17216459508691,66.89154642348353,16.501360852179236,23.27410454382865,43.51259941021096,56.92207978254233,20.185098041822606,40.191500471897236,11.209018922661047,30.291083593285396,38.52653220758384,17.73023001481168,61.62131388452769,115.05268834390569,96.49250750800897,0.0,9.624751225764305,0.0,62.73400634711309,41.23830344336402,55.960814325414475,11.645345721720682,57.867699311162774,70.65138855577547,13.214407786167847,12.438408483553347,14.373691197433883,25.696520893818818,72.6460693355331,32.73155873249642,80.78685894609639,80.02145515045162,8.55705185283978,141.46826767263394
2016-06-26,5.324202950528663,0.0,53.59846114552695,58.035905943556244,92.82150124718561,0.0,92.74937392159624,104.09560051278652,139.21135469960842,19.78536619115552,51.04655034767083,23.210399668379747,72.6895532369467,15.638257412427501,36.133965005362526,86.40158079699957,26.952222725226086,28.56367375833516,39.43329321550368,52.797291392503034,22.922060488171432,27.272803891644553,3.811066433704756,21.203758515299775,38.52653220758384,5.510747166765793,59.15646132914658,86.87651976988796,89.34491435926756,0.0,4.646431626231044,0.0,40.473552482008444,43.408740466698966,53.41714094698655,20.24071994489547,47.71547136183597,84.5826482709988,18.137422451602927,7.927776835671365,21.111358946231018,19.272390670364114,56.60732675496086,25.54658242536306,81.7154435316837,88.33537256868036,15.100679740305495,143.75001392541836
2016-07-03,0.0,8.661192939703884,59.99827740170927,58.035905943556244,98.5512235463946,5.703041107101955,101.72511978497653,106.73093217133808,133.56765113070537,25.766988528016494,44.053872217852906,22.436719679433754,69.00906952874686,23.266675662392135,33.17216459508691,83.61443302935443,24.75204127826885,35.44011373719362,43.51259941021096,51.147376036487316,21.895699570790622,39.47379510632764,6.052870218236966,28.2716780203997,43.70173802651301,18.928218529325985,65.31859271759934,100.96460405689683,92.91871093363827,0.0,0.0,0.0,53.29017743464445,36.89742939669412,60.412242737663355,21.34980048982125,42.639357387172566,76.62192843372833,16.064574171419736,12.438408483553347,21.560536796150824,18.354657781299156,63.21151487637296,35.9248815356668,82.64402811727102,84.17841385956598,19.379205666725387,152.87699893655602
2016-07-10,0.0,0.0,60.79825443373206,66.78104245559896,85.94583448813482,0.0,113.69278093615024,96.18960553713185,120.3990094699316,17.02461742029661,36.36192627505319,21.663039690487764,71.76943230989674,16.01967832492573,35.5416049233074,92.90492558817158,18.15149693739716,31.737415287039067,40.79306194707277,52.797291392503034,18.816616818648193,22.966571698226993,7.3979524889562915,22.213461301742623,44.27676089528292,7.187931087085817,51.76190366300325,96.26857596122721,89.34491435926756,5.078399646091771,6.47181547939324,4.570079715920415,46.54458535430971,32.556555350024226,54.68897763620051,19.68617967243258,43.65458018210525,89.55809816929286,10.882453470961757,9.568006525810267,19.76382539647159,26.614253782883775,70.75915844370107,36.723212236459396,68.71525933346129,85.21765353684457,10.822153813885604,166.56747645326254
2016-07-17,8.98459247901712,13.816664927622863,72.79790991407391,79.5012410185702,99.6971680062364,0.0,119.6766115117371,109.36626382988965,129.80518208477,25.766988528016494,34.264122836107816,23.597239662852743,69.92919045579683,21.359571099900975,41.46520574385863,74.32394047053727,24.201995916529544,21.687233779476696,44.87236814178005,47.84754532445587,18.816616818648193,41.62691120303642,5.380329082877303,28.2716780203997,51.17703532052182,11.021494333531585,49.297051107622146,119.7487164395753,92.91871093363827,0.0,4.646431626231044,0.0,67.4559208033474,39.06786642002907,61.684079426877325,15.249857492729465,47.71547136183597,80.60228835236357,13.991725891236545,11.344922023460745,25.153959595509296,13.765993335974366,83.02407924060925,29.53823592932604,74.28676684698519,91.45309160051613,6.0402718961221975,168.84922270604696
2016-07-24,0.0,0.0,66.3980936578916,72.34612932689889,91.67555678734381,0.0,127.15639973122066,96.18960553713185,131.6864166077377,21.165740576584977,41.25680096592574,22.436719679433754,61.648102112347196,14.493994674932805,33.764524677142035,74.32394047053727,26.952222725226086,33.32428605139102,43.51259941021096,55.272164426526615,26.685383851901072,43.78002729974521,0.0,25.242569661071162,44.851783764052826,11.740287442240167,51.76190366300325,108.00864620040126,101.85320236956503,10.697054573682667,4.480487639579935,0.0,51.266499810544026,43.408740466698966,57.86856935923543,21.627070626052696,55.83725372129741,90.55318814895166,7.254968980641172,13.668580751157524,28.747382394867767,26.614253782883775,64.15497032228897,37.52154293725199,79.85827436050907,73.78601708678006,10.06711982687033,182.53970022275348
2016-07-31,8.319067110201036,11.548257252938512,64.79813959384602,73.93615414727029,99.6971680062364,0.0,142.1159761701878,110.68392965916541,129.80518208477,18.404991805726066,47.55021128276187,18.955159729176792,72.6895532369467,9.916943724954026,34.94924484125228,73.39489121465554,27.502268086965394,33.85324297284167,43.51259941021096,63.52174120660521,27.36962446348828,47.36855412759317,0.0,25.242569661071162,47.726898107902365,8.62551730450298,67.78344527298046,112.70467429607088,98.27940579519432,0.0,0.0,0.0,54.6392958507114,43.408740466698966,50.87346756855862,19.68617967243258,47.71547136183597,99.50899796588095,0.0,8.064462643182939,35.03587229374509,26.614253782883775,55.66387130904484,28.73990522853344,83.57261270285834,66.51133934582991,8.55705185283978,193.94843148667556
2016-08-07,0.0,0.0,69.59800178598275,62.80598040467046,100.8431124660782,0.0,146.60384910187796,86.96594473220141,116.63654042399624,22.08599016687128,44.7531400308347,17.40779975128481,70.84931138284678,26.699463874876223,34.35688475919716,70.6077434470104,24.75204127826885,29.09263067978581,42.832715044426415,56.92207978254233,27.027504157694676,53.11019705214992,0.0,26.75712384073543,44.851783764052826,13.896666768365913,64.0861664399088,96.26857596122721,87.55801607208221,0.0,8.131255345904327,0.0,62.73400634711309,45.57917749003391,54.05305929159353,10.813535313026348,51.77636254156669,91.54827812861048,22.283119011969312,11.071550408437595,32.340805194226235,22.943322226623945,63.21151487637296,42.31152714200757,73.35818226139787,53.00122354120821,5.536915904778682,212.2024015089509
